image_name,target
ISIC_7944846,0.0013069453416392207
ISIC_9101048,0.5856431126594543
ISIC_1174480,0.0775875672698021
ISIC_0187786,0.0026741884648799896
ISIC_1911649,0.5797519683837891
ISIC_0840661,0.0007874734001234174
ISIC_8069286,0.0013068109983578324
ISIC_6880871,0.01858123391866684
ISIC_5535061,0.6941609978675842
ISIC_6618544,0.8254294395446777
ISIC_7098454,0.0032497793436050415
ISIC_3301814,0.13422398269176483
ISIC_2695358,0.2458382546901703
ISIC_4190306,0.007440331857651472
ISIC_4037544,0.1515640914440155
ISIC_5894347,0.47500720620155334
ISIC_9280822,0.8300470113754272
ISIC_8248976,0.8907347917556763
ISIC_4113775,0.175252303481102
ISIC_4807815,0.8914158940315247
ISIC_7445432,0.015733513981103897
ISIC_0904702,0.01634041965007782
ISIC_1071730,0.8538082242012024
ISIC_1310949,0.25912395119667053
ISIC_4491724,0.27243852615356445
ISIC_1979700,0.14699804782867432
ISIC_4736009,0.3139018416404724
ISIC_4145305,0.023805730044841766
ISIC_9793946,0.12161678075790405
ISIC_6858262,0.2983146011829376
ISIC_0371907,0.8194220662117004
ISIC_5239551,0.0011049923487007618
ISIC_4968384,0.8079113364219666
ISIC_4687450,0.0006467615603469312
ISIC_5812629,0.022587068378925323
ISIC_2656229,0.7164793610572815
ISIC_0719763,0.0006705997511744499
ISIC_2061556,0.02411225065588951
ISIC_6512953,0.027294378727674484
ISIC_9411778,0.4469643831253052
ISIC_6549364,0.8751702904701233
ISIC_2206805,0.8215130567550659
ISIC_9237660,0.10288264602422714
ISIC_3835821,0.02321528270840645
ISIC_8108065,0.4702511429786682
ISIC_6067708,0.7052134275436401
ISIC_1925250,0.8502127528190613
ISIC_2719899,0.5406793355941772
ISIC_0521877,0.0013418581802397966
ISIC_1272837,0.002993217436596751
ISIC_2458215,0.030283251777291298
ISIC_5100308,0.8416836261749268
ISIC_5702257,0.873153030872345
ISIC_5953127,0.821568489074707
ISIC_3280384,0.9126089215278625
ISIC_5993177,0.36556708812713623
ISIC_0864741,0.006734379101544619
ISIC_4394485,0.01936444826424122
ISIC_0732261,0.7718695998191833
ISIC_9066452,0.26581573486328125
ISIC_5438598,0.2635487914085388
ISIC_3056816,0.30014029145240784
ISIC_3035934,0.012280733324587345
ISIC_6900078,0.6085829734802246
ISIC_8713613,0.0035052935127168894
ISIC_0240839,0.01305324211716652
ISIC_0885369,0.001496308483183384
ISIC_3488803,0.015307173132896423
ISIC_5690889,0.6068517565727234
ISIC_9151798,0.2514159381389618
ISIC_1661794,0.8205925822257996
ISIC_1909444,0.03165944665670395
ISIC_9781447,0.6294348239898682
ISIC_3854848,0.006376292090862989
ISIC_0510794,0.8316288590431213
ISIC_5505130,0.0015503864269703627
ISIC_1933590,0.7312216758728027
ISIC_4629709,0.01669701375067234
ISIC_9354346,0.8555871844291687
ISIC_5738160,0.643380880355835
ISIC_7289947,0.5833146572113037
ISIC_8267340,0.8274885416030884
ISIC_2611496,0.00011598622950259596
ISIC_7835852,0.5197302103042603
ISIC_9286553,0.04291679337620735
ISIC_1509856,0.29453426599502563
ISIC_6513708,0.010614120401442051
ISIC_8165786,0.9128962159156799
ISIC_2783710,0.1258814036846161
ISIC_0477793,0.6053000092506409
ISIC_2560699,0.9268528819084167
ISIC_8033099,0.019402390345931053
ISIC_5594667,0.010012899525463581
ISIC_4118723,0.718640148639679
ISIC_1071664,0.5925238728523254
ISIC_1522983,0.08404865115880966
ISIC_7347213,0.00012781242548953742
ISIC_0461615,0.12208820134401321
ISIC_0545222,0.10733272135257721
ISIC_9196186,0.4420500099658966
ISIC_5467877,0.29988741874694824
ISIC_8965024,0.2048664689064026
ISIC_3668920,0.7961142659187317
ISIC_5800220,0.0005448999581858516
ISIC_0778512,0.05053321272134781
ISIC_5302330,0.8873599767684937
ISIC_7294483,0.841156542301178
ISIC_7191641,0.7038470506668091
ISIC_3764369,0.001824900391511619
ISIC_0637104,0.940342903137207
ISIC_9450189,0.6215147376060486
ISIC_0434285,0.0005997533444315195
ISIC_6000877,0.7436760663986206
ISIC_4642624,0.30032938718795776
ISIC_5966072,0.5567280650138855
ISIC_3006985,0.7986559271812439
ISIC_3393209,0.004892299883067608
ISIC_9927447,0.01741870306432247
ISIC_3520797,0.004182837903499603
ISIC_8752720,0.4747694432735443
ISIC_4209765,0.015459663234651089
ISIC_8732221,0.5003516674041748
ISIC_5785239,0.7410733699798584
ISIC_4858118,0.46415334939956665
ISIC_8409913,0.34852471947669983
ISIC_1998888,0.17780250310897827
ISIC_6122897,0.5875476002693176
ISIC_2613930,0.37882450222969055
ISIC_5483787,0.018000883981585503
ISIC_5121946,0.7800468802452087
ISIC_7797301,0.0991072952747345
ISIC_2970268,0.17120511829853058
ISIC_2472358,0.02820204384624958
ISIC_3760239,0.8465096950531006
ISIC_5930869,0.5179574489593506
ISIC_7087406,0.3080684244632721
ISIC_5865496,0.9122480750083923
ISIC_6759399,0.00029897375497967005
ISIC_2157987,0.02360326610505581
ISIC_9990202,0.5431825518608093
ISIC_5428000,0.018481625244021416
ISIC_0291705,0.08607042580842972
ISIC_6390348,0.1346457451581955
ISIC_0525405,0.004702452570199966
ISIC_9530345,0.7946345210075378
ISIC_8393618,0.8029596209526062
ISIC_8648368,0.06357289850711823
ISIC_8989674,0.004465409088879824
ISIC_8341922,0.20778438448905945
ISIC_4400063,0.7100982069969177
ISIC_3392039,0.0129666393622756
ISIC_1040687,0.0032079252414405346
ISIC_9262161,0.5493529438972473
ISIC_8895569,0.5730511546134949
ISIC_3798140,0.8144715428352356
ISIC_7208438,0.8161490559577942
ISIC_9064712,0.058799467980861664
ISIC_9563612,0.7127534747123718
ISIC_9751381,0.01252319011837244
ISIC_9756144,0.02903236821293831
ISIC_0442567,0.9222027659416199
ISIC_6701974,0.6779657602310181
ISIC_1033188,0.8297330737113953
ISIC_1781813,0.1705664098262787
ISIC_6883642,0.007801679894328117
ISIC_6182913,0.3024861812591553
ISIC_8947444,0.0039436775259673595
ISIC_9566153,0.002839069114997983
ISIC_6929794,0.23989801108837128
ISIC_8613602,0.6632182002067566
ISIC_4158629,0.4885443150997162
ISIC_4933736,0.0010088705457746983
ISIC_8488212,0.14858590066432953
ISIC_1923321,0.19713808596134186
ISIC_8953122,0.004474799148738384
ISIC_3381859,0.05975445732474327
ISIC_7414621,0.9245669841766357
ISIC_6942800,0.5439275503158569
ISIC_7639606,0.004718886688351631
ISIC_6798388,0.6997332572937012
ISIC_7759982,0.0057439059019088745
ISIC_5024441,0.3173435628414154
ISIC_7153281,0.7453235387802124
ISIC_9943876,0.0813569724559784
ISIC_7827284,0.9332457184791565
ISIC_5956917,0.6787870526313782
ISIC_5670543,0.3862150311470032
ISIC_1702881,0.08997955918312073
ISIC_3843986,2.2054002329241484e-05
ISIC_0703979,0.8277673721313477
ISIC_1042751,0.7524336576461792
ISIC_9243861,0.058778442442417145
ISIC_2349724,0.49749916791915894
ISIC_7708303,0.14963239431381226
ISIC_4336438,0.543965220451355
ISIC_9916306,0.006244223564863205
ISIC_9441602,0.08271859586238861
ISIC_3397549,0.06192351505160332
ISIC_6381819,0.9246466755867004
ISIC_0546682,0.5956316590309143
ISIC_3754496,0.0884099006652832
ISIC_0077586,0.13566596806049347
ISIC_9208579,0.02244783379137516
ISIC_6955630,0.48099032044410706
ISIC_1589060,0.0031370462384074926
ISIC_6437816,0.16703087091445923
ISIC_2727522,0.014903128147125244
ISIC_0594374,0.02353721857070923
ISIC_9744808,0.5404057502746582
ISIC_1031129,0.24533186852931976
ISIC_2607622,0.6916942596435547
ISIC_0280382,0.024425800889730453
ISIC_9558823,0.007151085417717695
ISIC_9300150,0.4860937297344208
ISIC_4464420,0.017199737951159477
ISIC_5312502,0.38156619668006897
ISIC_7857527,0.003594225738197565
ISIC_6503955,0.41758275032043457
ISIC_3761540,0.3864128589630127
ISIC_4004585,0.0032439909409731627
ISIC_5956645,0.5009899139404297
ISIC_7911643,0.121547631919384
ISIC_6526343,0.8006507754325867
ISIC_4475717,0.8643340468406677
ISIC_8252182,0.39600300788879395
ISIC_6868566,0.0009610159904696047
ISIC_4814164,0.9314037561416626
ISIC_2550632,0.5773943066596985
ISIC_6705213,0.2220713347196579
ISIC_4787920,0.8400126099586487
ISIC_0157088,0.04624155908823013
ISIC_2530832,0.00033898622496053576
ISIC_0776824,0.8586552739143372
ISIC_8194816,0.8772046566009521
ISIC_4803797,0.863660991191864
ISIC_4078377,0.14108332991600037
ISIC_2626522,0.7352452874183655
ISIC_4171132,0.04332311078906059
ISIC_3086993,0.11189090460538864
ISIC_5247005,0.09569515287876129
ISIC_5740954,0.014071054756641388
ISIC_4610167,0.011298472061753273
ISIC_8397575,0.016954757273197174
ISIC_5211181,0.21953365206718445
ISIC_5752353,0.1292615383863449
ISIC_1607922,0.6656298637390137
ISIC_1408106,0.7836307287216187
ISIC_9289197,0.2399391382932663
ISIC_4751761,0.0674961507320404
ISIC_6006218,0.0021627808455377817
ISIC_4939299,0.8306595087051392
ISIC_6452610,0.5181803107261658
ISIC_6382827,0.004383907653391361
ISIC_2265045,0.5855344533920288
ISIC_6519327,0.006713029928505421
ISIC_9520761,0.8318045139312744
ISIC_1778659,0.8743599057197571
ISIC_5017576,0.8155705332756042
ISIC_1589895,0.8871353268623352
ISIC_6464935,0.14530034363269806
ISIC_0429551,0.05060923472046852
ISIC_2550073,0.15922649204730988
ISIC_9565522,0.6544756889343262
ISIC_0627467,0.0012526529608294368
ISIC_9479827,0.422848105430603
ISIC_4991081,0.16002175211906433
ISIC_0383641,0.9529132843017578
ISIC_3550427,0.06707686930894852
ISIC_9655502,0.04179626330733299
ISIC_2691534,0.3611212372779846
ISIC_8103951,0.002677318872883916
ISIC_3810856,0.005387635435909033
ISIC_0960354,0.8168874979019165
ISIC_4093700,0.016318466514348984
ISIC_6159592,0.0014964573783800006
ISIC_5440349,0.8280110955238342
ISIC_1512287,0.015245936810970306
ISIC_7506745,0.5313916206359863
ISIC_5446126,0.7650336623191833
ISIC_7304732,0.05781250074505806
ISIC_0500851,0.21883109211921692
ISIC_7685786,0.005997949745506048
ISIC_7833167,0.41674283146858215
ISIC_7863624,0.8748656511306763
ISIC_1012877,0.019113855436444283
ISIC_8839128,0.6838939785957336
ISIC_3522002,0.0005549303605221212
ISIC_7506283,0.8791842460632324
ISIC_7395188,0.16461315751075745
ISIC_6954370,0.22527958452701569
ISIC_2161474,0.10654599964618683
ISIC_0646211,0.9528550505638123
ISIC_1807544,0.6258396506309509
ISIC_4859236,0.3811829388141632
ISIC_6473038,0.08089201152324677
ISIC_3119515,0.019213343039155006
ISIC_7599730,0.5266764760017395
ISIC_8682592,0.8004820346832275
ISIC_0521580,0.05693979933857918
ISIC_5995007,0.0008351889555342495
ISIC_3519356,0.0498603917658329
ISIC_1259317,0.05877762287855148
ISIC_1631155,0.49303269386291504
ISIC_7205470,0.08377818763256073
ISIC_0427371,0.0003935695858672261
ISIC_1663587,0.8505529165267944
ISIC_9428753,0.0008110776543617249
ISIC_3810268,0.25931236147880554
ISIC_8826064,0.14372768998146057
ISIC_2210322,0.904222309589386
ISIC_5622428,0.6410768032073975
ISIC_7030762,0.004649883136153221
ISIC_2968104,0.4931686818599701
ISIC_8535552,0.029763273894786835
ISIC_9819541,0.8678523898124695
ISIC_5403285,0.63677579164505
ISIC_2744942,0.0032153301872313023
ISIC_3832497,0.7020747661590576
ISIC_8697589,0.4956238567829132
ISIC_6377740,0.8949669003486633
ISIC_4875186,0.7554572224617004
ISIC_4430138,0.1324804127216339
ISIC_3701760,0.4564164876937866
ISIC_5904077,0.0011898675002157688
ISIC_4559201,0.007607104256749153
ISIC_3572785,0.3067951500415802
ISIC_7800797,0.8030382394790649
ISIC_9475483,0.080645851790905
ISIC_3091500,0.034795306622982025
ISIC_4376572,0.255645751953125
ISIC_9124451,0.9803476929664612
ISIC_9996992,0.7634108662605286
ISIC_8310539,0.8691785931587219
ISIC_1158202,0.003054687287658453
ISIC_5260274,0.4038623571395874
ISIC_9672112,0.6826274394989014
ISIC_9049882,0.19776467978954315
ISIC_0470699,0.7968648076057434
ISIC_7132896,0.09705865383148193
ISIC_7488192,0.564117968082428
ISIC_3616871,0.3752487897872925
ISIC_6026720,0.06311483681201935
ISIC_7337420,0.004366710782051086
ISIC_2225182,0.6864468455314636
ISIC_7756539,0.14491283893585205
ISIC_0817883,0.000588373513892293
ISIC_0674308,0.7740297913551331
ISIC_4602918,0.24546070396900177
ISIC_5014918,0.3110305368900299
ISIC_3870937,0.6871013641357422
ISIC_1224459,0.0013695235829800367
ISIC_5311851,0.0012282798998057842
ISIC_9705839,0.6900872588157654
ISIC_1291312,0.891684353351593
ISIC_3901291,0.8663874268531799
ISIC_7058873,0.738944411277771
ISIC_1541919,0.6707341074943542
ISIC_1822797,0.26714199781417847
ISIC_0772522,0.25724929571151733
ISIC_2014416,0.3551071584224701
ISIC_5540215,8.42754016048275e-05
ISIC_4885871,0.43080654740333557
ISIC_4606134,0.3385927081108093
ISIC_4814785,0.8370642066001892
ISIC_5769412,0.665386974811554
ISIC_9243223,0.02025792747735977
ISIC_9585872,0.026024239137768745
ISIC_3049863,0.08177487552165985
ISIC_4934826,0.8624388575553894
ISIC_3242898,0.2649683952331543
ISIC_3317133,0.0036255435552448034
ISIC_7179756,0.42849022150039673
ISIC_5878196,0.28817832469940186
ISIC_7848571,0.008000011555850506
ISIC_3283688,0.2527101933956146
ISIC_5577319,0.8395569324493408
ISIC_8886139,0.9448074698448181
ISIC_6646774,0.0028488419484347105
ISIC_6420618,0.06980020552873611
ISIC_3572957,0.13902969658374786
ISIC_4629020,0.007201655302196741
ISIC_9849474,0.4001297056674957
ISIC_8730144,0.0033817063085734844
ISIC_6304831,0.06662347167730331
ISIC_8161707,0.17494118213653564
ISIC_6738106,0.027936801314353943
ISIC_3809896,0.7839653491973877
ISIC_7284217,0.6288174390792847
ISIC_0547086,0.8312091827392578
ISIC_2803506,0.6632286906242371
ISIC_9545152,0.0002949433110188693
ISIC_3606311,0.02756715938448906
ISIC_9812833,0.6640325784683228
ISIC_7333253,0.9740334749221802
ISIC_1576440,0.4329824149608612
ISIC_8788709,0.3203009068965912
ISIC_3703228,0.7767193913459778
ISIC_1804301,0.0031435503624379635
ISIC_8942790,0.5376816987991333
ISIC_1632378,0.5196173787117004
ISIC_6841220,0.01172097958624363
ISIC_8745077,0.01885559782385826
ISIC_5346198,0.8054025173187256
ISIC_8049681,0.0009196522296406329
ISIC_4467036,0.0024740418884903193
ISIC_3623502,0.6342831254005432
ISIC_8787842,0.0012803960125893354
ISIC_1731168,0.26796576380729675
ISIC_5114735,0.8922195434570312
ISIC_9174152,0.6481158137321472
ISIC_3066210,0.015010573901236057
ISIC_6170663,0.008116384968161583
ISIC_5564375,0.054888974875211716
ISIC_9610143,0.3969929814338684
ISIC_6867311,0.47702181339263916
ISIC_0991001,0.5406114459037781
ISIC_7061494,0.8453485369682312
ISIC_2570280,0.021212385967373848
ISIC_1971195,0.15588325262069702
ISIC_8615435,0.8311362862586975
ISIC_7818146,0.027792811393737793
ISIC_8640384,0.023724334314465523
ISIC_5606925,0.15734325349330902
ISIC_9783961,0.2073846459388733
ISIC_9430171,0.4896703362464905
ISIC_7670821,0.016061127185821533
ISIC_4019558,0.3261892795562744
ISIC_4043786,0.930753767490387
ISIC_2368565,0.7392061948776245
ISIC_1041931,0.4386362135410309
ISIC_5433808,0.21520280838012695
ISIC_8848924,0.3785068392753601
ISIC_9333840,0.002164602978155017
ISIC_3188729,0.6628736853599548
ISIC_5332172,0.6919554471969604
ISIC_2543097,0.05616719275712967
ISIC_1899160,0.016102662310004234
ISIC_6662885,0.00145195540972054
ISIC_9511982,0.029365504160523415
ISIC_9732518,0.3752641975879669
ISIC_2829089,0.7925724983215332
ISIC_7522524,0.0401700921356678
ISIC_8984361,0.747967004776001
ISIC_3111332,0.006397049408406019
ISIC_5790931,0.7211495637893677
ISIC_9355585,0.005835460964590311
ISIC_4892442,0.8451170325279236
ISIC_6565474,0.0015153816202655435
ISIC_2316085,0.039593640714883804
ISIC_7270529,0.8323217630386353
ISIC_3744571,0.5933339595794678
ISIC_9992485,0.008375587873160839
ISIC_4205090,0.02531721070408821
ISIC_5060482,0.7439869046211243
ISIC_9105772,0.3552703261375427
ISIC_3608624,0.18790695071220398
ISIC_7084116,0.496083527803421
ISIC_4026614,0.21337240934371948
ISIC_2650966,0.4850464165210724
ISIC_2141397,0.023664025589823723
ISIC_4526190,0.0032300963066518307
ISIC_0881100,0.03524747118353844
ISIC_8019954,0.49861302971839905
ISIC_8195234,0.3134816288948059
ISIC_1026838,0.06263682246208191
ISIC_2013071,0.7272963523864746
ISIC_2416534,0.770378589630127
ISIC_1788431,0.02887813374400139
ISIC_6828354,0.7687550187110901
ISIC_7945607,5.8918813010677695e-05
ISIC_8913327,0.201894149184227
ISIC_0457384,0.2199992835521698
ISIC_4537734,0.04649557173252106
ISIC_5290355,0.00510715926066041
ISIC_3598655,0.27936893701553345
ISIC_7113256,0.4691000282764435
ISIC_0535264,0.9601395726203918
ISIC_5672457,0.07356259971857071
ISIC_7606412,0.002705854596570134
ISIC_0418978,0.0005538603290915489
ISIC_1022193,0.9464998841285706
ISIC_4748644,0.005098255351185799
ISIC_3362408,0.032765936106443405
ISIC_8470330,0.8901894092559814
ISIC_2376329,0.024617088958621025
ISIC_3703571,0.7777193188667297
ISIC_4421591,0.009666120633482933
ISIC_7750754,0.7194045782089233
ISIC_0755453,0.06788747012615204
ISIC_2731928,0.21739915013313293
ISIC_6677847,0.6592296957969666
ISIC_1669403,0.01768747717142105
ISIC_6606900,0.011861138045787811
ISIC_8122278,0.7886564135551453
ISIC_7446041,0.7827053666114807
ISIC_0989319,0.0035203879233449697
ISIC_7627576,0.8175822496414185
ISIC_8115282,0.012639877386391163
ISIC_1675841,0.5357900857925415
ISIC_9929302,0.14688731729984283
ISIC_0772578,0.6819300055503845
ISIC_2855923,0.0006669034482911229
ISIC_5061183,0.017935141921043396
ISIC_1314801,0.17734208703041077
ISIC_1170397,0.3700881600379944
ISIC_5161670,0.08293264359235764
ISIC_5058069,0.3052268326282501
ISIC_9776988,0.7330359220504761
ISIC_7239806,0.9243113398551941
ISIC_2138606,0.8297851085662842
ISIC_1526973,0.5355846285820007
ISIC_1806150,0.8530976176261902
ISIC_1504632,0.49470850825309753
ISIC_7486911,0.7391104698181152
ISIC_7079491,0.15323622524738312
ISIC_6223199,0.211496040225029
ISIC_0338118,0.22566652297973633
ISIC_8850206,0.02865459956228733
ISIC_2246018,0.7599378228187561
ISIC_1643353,0.3181205689907074
ISIC_8913346,0.010943204164505005
ISIC_4017245,0.13562750816345215
ISIC_3572903,0.7255896925926208
ISIC_2352123,0.22267359495162964
ISIC_0994563,0.3413372337818146
ISIC_9203162,0.7600990533828735
ISIC_6289904,8.862567483447492e-05
ISIC_5931285,0.22250010073184967
ISIC_1472890,0.28037482500076294
ISIC_1921535,0.04594326391816139
ISIC_6903486,0.971997857093811
ISIC_6771747,0.3766222894191742
ISIC_6661920,0.0052008372731506824
ISIC_3674160,0.01033167727291584
ISIC_4452104,0.07812312245368958
ISIC_1948821,0.9420813322067261
ISIC_4130471,0.011307802982628345
ISIC_6724343,0.5420173406600952
ISIC_5756801,0.8251058459281921
ISIC_6451105,0.00023904783301986754
ISIC_0594932,0.22637030482292175
ISIC_1252290,0.5516030192375183
ISIC_5026157,0.6502619385719299
ISIC_9775373,0.6607639193534851
ISIC_5976171,0.005471077281981707
ISIC_3018548,0.9028406739234924
ISIC_6936286,0.5805404186248779
ISIC_0388802,0.25165507197380066
ISIC_3191573,0.02001992054283619
ISIC_9636118,0.40864846110343933
ISIC_0262492,0.11254993826150894
ISIC_6533587,0.002000659005716443
ISIC_2367363,0.015848008915781975
ISIC_4709630,0.18085446953773499
ISIC_6988262,0.7477307915687561
ISIC_3176675,0.6835326552391052
ISIC_2154611,0.014967037364840508
ISIC_3613018,0.776604175567627
ISIC_4305480,0.4174220561981201
ISIC_9693172,0.4269804358482361
ISIC_8453693,0.059565380215644836
ISIC_6139839,0.08982006460428238
ISIC_5987173,0.0002498682588338852
ISIC_6598283,0.4344877004623413
ISIC_3205427,0.5316856503486633
ISIC_7481251,0.006889918353408575
ISIC_6739853,0.8103919625282288
ISIC_6993184,0.6731681823730469
ISIC_5936603,0.2831915020942688
ISIC_7634090,0.0028502673376351595
ISIC_4921916,0.09111654758453369
ISIC_6811416,0.0007027792744338512
ISIC_0223760,0.045510537922382355
ISIC_0505403,0.6783719062805176
ISIC_8410986,0.9747177362442017
ISIC_2979296,0.0007412402192130685
ISIC_7405314,0.005052605178207159
ISIC_7649184,0.5237853527069092
ISIC_1530517,0.4609384536743164
ISIC_3025125,0.9359897971153259
ISIC_1770261,0.2152385711669922
ISIC_6454901,0.19624444842338562
ISIC_2305526,0.20221784710884094
ISIC_2117237,0.3625292479991913
ISIC_1241336,2.0816214600927196e-05
ISIC_5924012,0.13558432459831238
ISIC_4299653,0.0009988300735130906
ISIC_5583936,0.48158085346221924
ISIC_3240195,0.7721530795097351
ISIC_0183771,0.34051159024238586
ISIC_2427838,0.01678508147597313
ISIC_7212600,0.6759998798370361
ISIC_6810659,0.5582009553909302
ISIC_6523416,0.007614126894623041
ISIC_5283814,0.001704714260995388
ISIC_5821781,0.47570139169692993
ISIC_1938413,0.06236592307686806
ISIC_3152647,0.06692581623792648
ISIC_1748369,0.7140072584152222
ISIC_1336046,0.3817419409751892
ISIC_6575327,0.058502938598394394
ISIC_8593129,0.7844935059547424
ISIC_6572392,0.05482075735926628
ISIC_5866313,0.9109463691711426
ISIC_5202792,0.6059638261795044
ISIC_3308101,0.547690749168396
ISIC_6211950,0.0591418482363224
ISIC_8047435,0.11789900809526443
ISIC_5519153,0.0006609609699808061
ISIC_2349239,0.19567951560020447
ISIC_7937038,0.6198269724845886
ISIC_7414834,0.19146691262722015
ISIC_8962966,0.017422229051589966
ISIC_1295502,0.0016579128568992019
ISIC_6455935,0.08127012848854065
ISIC_1967981,0.47421011328697205
ISIC_0198376,0.002459449227899313
ISIC_0675554,0.012876640073955059
ISIC_5285042,0.37231314182281494
ISIC_2016398,0.010925006121397018
ISIC_7585351,0.8871639370918274
ISIC_8443707,0.7754348516464233
ISIC_4616408,0.6342034935951233
ISIC_1182408,0.23406660556793213
ISIC_9480050,0.09110966324806213
ISIC_3466071,0.7389950156211853
ISIC_1979791,0.47153544425964355
ISIC_3050256,0.005269993096590042
ISIC_2168500,0.0016184919513761997
ISIC_1632938,0.7422229051589966
ISIC_8938888,0.018492354080080986
ISIC_2684502,0.7394561767578125
ISIC_1100698,0.6718059182167053
ISIC_5587177,0.02686958760023117
ISIC_1592464,0.002895546844229102
ISIC_3636661,0.9111237525939941
ISIC_5974832,0.014836297370493412
ISIC_8879258,0.08648866415023804
ISIC_8419052,0.0030837319791316986
ISIC_6340119,0.6725785136222839
ISIC_0973496,0.0010047159157693386
ISIC_0915083,0.4284733235836029
ISIC_9167607,0.47200506925582886
ISIC_1373939,0.010606546886265278
ISIC_8452182,0.21522977948188782
ISIC_5916999,0.03873512148857117
ISIC_0650090,0.371685266494751
ISIC_3891712,0.01723308302462101
ISIC_9377535,0.3621087968349457
ISIC_1718359,0.7980968952178955
ISIC_8718545,0.4579114317893982
ISIC_5533867,0.9559431076049805
ISIC_4359722,0.01551166269928217
ISIC_7106250,0.007939387112855911
ISIC_0284441,0.15572316944599152
ISIC_5052489,0.0030084906611591578
ISIC_4490095,0.022330287843942642
ISIC_2556450,0.3473552167415619
ISIC_2453607,0.012877543456852436
ISIC_1658310,0.01216830126941204
ISIC_3970277,0.16870635747909546
ISIC_1749542,0.8227940201759338
ISIC_1484704,0.4536891579627991
ISIC_2961837,0.013794325292110443
ISIC_6331876,0.4010976254940033
ISIC_7480724,0.15195992588996887
ISIC_4182656,0.20244136452674866
ISIC_0767812,0.000491516140755266
ISIC_3512113,0.8107279539108276
ISIC_7077024,0.9087522029876709
ISIC_2030300,0.6222743988037109
ISIC_3090818,0.18377043306827545
ISIC_1721280,0.9674896001815796
ISIC_4247203,0.010182727128267288
ISIC_1676054,0.8719559907913208
ISIC_6218648,0.3943321704864502
ISIC_5943909,0.15428754687309265
ISIC_9862619,0.011188017204403877
ISIC_5674930,0.22462037205696106
ISIC_5442471,0.000349212292348966
ISIC_0139322,0.740511417388916
ISIC_9093252,0.37784698605537415
ISIC_5411152,0.945107638835907
ISIC_2929442,0.7140112519264221
ISIC_3050241,0.5908114314079285
ISIC_9973011,0.08325543254613876
ISIC_8939328,0.06887608766555786
ISIC_4655135,0.417863667011261
ISIC_3518063,0.20583225786685944
ISIC_3666418,0.06331146508455276
ISIC_3773083,0.007789102848619223
ISIC_1670692,0.9370314478874207
ISIC_6704967,0.8202020525932312
ISIC_4318321,0.0016568532446399331
ISIC_3499287,0.16586866974830627
ISIC_2946293,0.12122397869825363
ISIC_9440225,0.28344160318374634
ISIC_8838823,0.02610587328672409
ISIC_1919653,0.07448603957891464
ISIC_7567268,0.004831042140722275
ISIC_5946539,0.4720425605773926
ISIC_1794778,0.5134766101837158
